case_id,y_0,y_1,y_2,y_3,y_4,y_5
case_c6a6208d,1,0,1,1,1,1
case_5600a219,1,0,1,1,1,1
case_34fb6f9c,0,0,0,0,0,0
case_634e394d,0,0,1,0,1,1
case_07feec7d,1,1,1,0,1,1
case_1e4e5b54,0,1,1,1,0,1
case_950ba0cb,0,0,1,1,1,1
case_91b389dc,1,1,1,1,0,1
case_92ecfa01,1,1,1,1,1,1
case_2ceb4d64,0,1,0,0,1,1
case_b444a61b,0,1,1,0,0,1
case_841ff01b,0,0,1,0,1,1
case_3689c7a0,0,0,1,0,1,0
case_af48145d,0,1,1,1,1,0
case_e189ebe9,0,0,1,1,0,0
case_85fd2ae7,1,1,1,0,1,1
case_0b6c1906,1,1,1,1,1,0
case_23bd8eb7,0,1,1,1,1,1
case_42f4d12b,1,1,1,0,0,1
case_33cd1e41,1,1,1,1,1,1
case_5685a02d,1,0,1,1,1,1
case_11282150,1,0,1,1,1,1
case_afe2c783,1,1,1,1,1,1
case_b01cecef,1,1,1,0,0,1
case_91d5cbc9,1,1,0,0,1,1
case_3f883ccc,1,1,1,1,1,1
case_684b85ed,1,1,1,0,1,1
case_200b1be1,0,1,0,1,0,1
case_ad0d9c69,1,1,1,1,1,1
case_410b6acf,1,1,0,1,0,1
case_36d1853b,0,0,1,1,0,1
case_504aa2fa,1,1,1,1,0,1
case_fc27765b,1,0,1,1,0,1
case_00437449,1,1,1,1,1,1
case_b82b94c3,1,1,1,1,1,1
case_0a106d48,0,1,1,1,1,0
case_cbf269ca,1,1,1,1,1,1
case_91dbb6b0,0,0,1,1,0,0
case_c90b668c,1,1,1,1,1,1
case_bc99e5b3,1,1,0,1,1,1
case_2e2b7842,0,1,1,1,1,1
case_5fc11069,1,0,1,1,1,1
case_2e737bb3,1,1,1,1,1,1
case_4d266e68,1,1,1,1,1,1
case_cd02910a,0,1,1,0,1,1
case_c131b7f1,0,1,1,0,1,1
case_3e3638f9,1,1,1,1,1,1
case_fff799d1,0,1,0,0,1,1
case_e1c3aaee,0,0,1,0,1,1
case_7b5f2331,1,1,1,1,1,1
case_107ef6b7,1,1,1,1,1,1
case_fbd16fbf,1,1,1,1,1,1
case_3b8bf63a,0,1,0,1,0,0
case_930736d5,0,0,1,1,1,1
case_b64154aa,1,1,1,1,1,1
case_a4b1d87e,1,1,1,1,1,1
case_66fa0337,1,0,1,0,1,1
case_ae6ded08,0,1,1,1,1,0
case_d5fa798d,1,1,1,1,1,1
case_d23c7c67,0,0,1,0,1,1
case_de2122a9,1,1,1,1,1,1
case_204eb80a,1,1,1,1,1,1
case_9ed2b38b,1,1,1,1,1,1
case_97dce1db,0,1,1,1,1,1
case_10be02a6,1,1,1,1,1,1
case_06c956a3,1,1,1,0,1,1
case_35b5802d,0,1,1,1,0,1
case_de9f7ed6,0,0,1,0,0,1
case_f5499a93,0,0,1,0,1,1
case_c61b5e82,1,1,1,1,0,1
case_92ce5e1f,1,0,1,1,1,0
case_19a74d6a,0,1,1,1,1,1
case_10b5f531,1,1,1,1,0,1
case_c03bf4c9,1,1,1,1,0,1
case_4bdc9ece,1,0,1,0,0,1
case_8f0cdac6,1,0,1,1,1,1
case_3dbd6a1f,1,0,0,1,1,1
case_a4fa0064,0,1,1,1,1,1
case_e93945f9,1,1,1,1,1,1
case_e2d81891,1,1,1,0,1,1
case_a0bf403f,1,0,0,1,1,1
case_7b95b5b6,0,0,1,1,1,1
case_978e1d50,1,1,1,1,1,1
case_e2d22fc5,0,1,0,1,0,0
case_88d6a6e1,1,1,1,1,0,1
case_ecd096eb,1,1,1,1,0,1
case_af2a8f14,1,0,1,1,0,1
case_ffcd7f8c,0,0,0,1,1,1
case_b3024928,0,0,1,1,1,0
case_6c9b18d8,1,1,1,1,1,1
case_75c5a61d,0,1,0,1,1,1
case_0757af0d,1,1,1,1,1,1
case_1acc5858,0,1,1,0,1,1
case_9ebe54de,0,0,1,1,1,0
case_c59f40f1,1,1,1,1,1,1
case_d9f4090b,1,1,1,1,1,1
case_746f54c8,1,0,1,1,1,1
case_e6d0643b,1,0,1,1,1,1
case_f70380f1,0,1,0,1,1,1
case_38de6867,0,1,0,0,1,0
case_67a58dec,0,1,0,0,1,0
case_99ef38ec,1,0,1,0,1,1
case_0d853779,1,0,1,1,0,1
case_276c5d01,1,1,1,0,1,0
case_f07d059c,0,0,1,1,1,1
case_4591e7eb,1,1,1,0,1,0
case_4c09ec5b,1,1,1,1,1,1
case_aaee6098,0,1,1,1,1,0
case_e8a1c96a,1,1,1,1,1,1
case_5cf94c3e,0,0,0,1,0,0
case_05f96e9e,1,1,1,1,1,1
case_d5236c95,1,1,1,0,1,1
case_108e48b2,0,0,1,1,0,1
case_168d3eb0,1,1,1,1,1,1
case_a626deda,1,1,0,0,1,1
case_618f9db0,1,0,1,1,1,0
case_445e77a2,1,1,1,1,1,1
case_b9d96443,1,1,0,1,1,1
case_cfd43d64,0,0,0,0,0,1
case_b411fedc,1,1,1,1,1,1
case_fe826a8b,0,0,1,1,1,0
case_fcec9c97,0,1,1,1,0,1
case_85cef123,1,1,1,1,1,1
case_e9303541,1,1,1,1,1,0
case_46ff4f64,0,0,1,0,1,1
case_05fdfc0b,1,1,1,1,0,1
case_538785d3,0,0,1,1,1,1
case_f003e404,0,1,0,1,1,0
case_99e6d0e1,1,1,1,1,1,1
case_4e9d863e,0,0,1,1,0,0
case_4ae5f15a,1,1,1,1,1,1
case_1d5253a3,0,0,1,0,1,1
case_9bb7cea5,1,1,1,1,1,1
case_2650d660,1,1,1,1,1,1
case_6082f14b,0,1,1,1,1,1
case_fb36d56b,0,0,0,0,0,0
case_546bee91,1,1,1,1,1,1
case_6ce1c7a3,0,0,1,1,1,0
case_1b46c770,0,1,1,1,1,0
case_a029d734,0,0,1,0,0,1
case_02dc2cd7,1,1,1,1,0,1
case_6595a78d,0,1,1,1,1,1
case_7f39ef80,1,0,1,1,1,0
case_fe47a4d8,1,0,0,1,1,1
case_9141237f,0,0,0,1,1,1
case_0534933c,0,0,1,1,0,1
case_02903872,1,1,1,1,1,1
case_1d3d8f01,0,1,0,0,1,1
case_cf628ef9,1,0,0,1,1,1
case_772d075a,0,1,0,0,1,1
case_56ed0b52,0,1,1,1,1,1
case_a44a08ec,1,1,1,1,1,1
case_05f7f75a,1,0,1,1,1,0
case_31e4f5d1,0,0,1,0,0,1
case_8a0186bf,0,1,1,0,0,1
case_bac9a715,1,1,1,1,1,1
case_56f64903,0,0,1,1,1,1
case_55d9bc51,1,1,1,1,1,1
case_6cd35f26,1,0,1,1,0,0
case_b65f8419,1,0,0,0,0,1
case_1b23e811,1,0,1,1,1,1
case_68466eda,0,0,1,0,1,0
case_c006c5da,1,1,1,0,0,1
case_e32aa786,0,1,0,1,1,1
case_ef45d854,0,0,1,1,1,0
case_8dc8a0c8,1,1,1,1,1,0
case_c01184ed,0,0,1,0,1,0
case_afb59479,0,0,1,0,1,1
case_c3650d71,1,0,1,0,0,1
case_f0833c9f,0,1,1,1,1,1
case_a5bee1fb,1,0,1,1,0,1
case_011dfcdd,1,1,1,1,1,1
case_3e98efac,0,1,0,1,0,1
case_3edfa4de,1,0,1,0,0,0
case_7c79dab8,1,1,1,1,1,1
case_c6ea1a5b,1,0,1,1,1,1
case_cca9cda2,0,1,1,1,0,1
case_4cac601e,0,0,1,0,0,0
case_8f476dcf,0,1,1,1,1,0
case_beef9c8a,0,0,1,0,1,1
case_72cd2ebc,0,0,1,0,1,1
case_69b0dfde,1,1,1,0,1,1
case_68dbb660,1,1,0,1,1,1
case_b8fbbcdb,0,1,1,1,1,1
case_98fb03e5,1,0,1,0,0,1
case_d96c209b,1,1,1,1,1,1
case_fc5d730d,1,1,1,1,1,1
case_9f76eae4,1,0,1,1,1,1
case_2350fefb,1,0,1,1,1,0
case_7365c228,0,1,1,1,1,0
case_52ce11db,1,1,1,1,1,0
case_f35b6c33,1,1,0,1,1,0
case_0ef2943e,0,1,0,0,1,1
case_285cc3f9,0,1,0,1,1,1
case_84010946,1,0,1,1,0,1
case_724366e5,1,0,1,1,0,1
case_8dd74307,1,1,1,0,0,1
case_ba4da3cf,0,0,1,1,1,1
case_5787e03d,0,1,1,0,0,1
case_f720e7e3,0,0,1,1,0,0
case_c61e4e82,1,1,1,1,1,1
case_2fb4cfe4,1,1,1,1,1,1
case_24d5dd65,1,1,1,1,1,1
case_20532e78,1,1,1,1,1,1
case_645404a8,1,1,1,1,0,1
case_d2f0d45a,1,1,1,1,1,1
case_a1214c35,0,1,1,1,1,0
case_e32dc128,0,0,1,0,0,1
case_52a067c2,0,1,1,1,0,0
case_ad7f0af1,1,0,1,0,1,1
case_f597b619,1,0,1,1,1,1
case_7688e4ee,1,1,1,1,1,1
case_ae9cf9d8,1,1,1,1,0,0
case_8709df12,1,0,1,1,1,1
case_d4709776,0,0,1,0,0,1
case_6be82f34,0,1,1,1,1,0
case_06704b5a,1,0,1,0,1,1
case_b1cc9460,1,1,1,1,1,1
case_235dcb3e,1,1,1,1,0,1
case_2f148431,1,1,1,1,1,1
case_c25fb568,0,0,0,0,0,0
case_c8a9a51d,1,1,1,1,1,1
case_f3cfecc1,1,1,1,1,1,1
case_e7248a53,0,1,1,1,1,1
case_12b2c4b2,1,1,1,1,1,1
case_9d83485b,0,0,1,1,0,1
case_7a212ebf,0,1,1,0,1,0
case_c30bb529,1,1,1,0,1,1
case_401a04c5,1,1,1,0,0,1
case_9270ca9a,1,1,1,1,1,1
case_e595e852,1,1,1,0,1,1
